"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Niger",49.515526,0,"12%","Luxembourg"
"2019","Niger",50.001801,0,"12%","Luxembourg"
"2020","Niger",37.583008,0,"11%","Luxembourg"
"2021","Niger",36.202219,0,"10%","Luxembourg"
"2022","Niger",42.7115,0,"11%","Luxembourg"
"2018","Burkina Faso",27.379307,0,"7%","Luxembourg"
"2019","Burkina Faso",30.663576,0,"7%","Luxembourg"
"2020","Burkina Faso",33.583521,0,"10%","Luxembourg"
"2021","Burkina Faso",33.14629,0,"9%","Luxembourg"
"2022","Burkina Faso",25.745438,0,"6%","Luxembourg"
"2018","Mali",27.59225,0,"7%","Luxembourg"
"2019","Mali",28.914312,0,"7%","Luxembourg"
"2020","Mali",24.815488,0,"7%","Luxembourg"
"2021","Mali",21.441604,0,"6%","Luxembourg"
"2022","Mali",25.378553,0,"6%","Luxembourg"
"2018","Senegal",21.58496,0,"5%","Luxembourg"
"2019","Senegal",26.714461,0,"6%","Luxembourg"
"2020","Senegal",14.563566,0,"4%","Luxembourg"
"2021","Senegal",28.03907,0,"8%","Luxembourg"
"2022","Senegal",24.81951,0,"6%","Luxembourg"
"2018","Lao People's Democratic Republic",32.707555,0,"8%","Luxembourg"
"2019","Lao People's Democratic Republic",28.925116,0,"7%","Luxembourg"
"2020","Lao People's Democratic Republic",24.517567,0,"7%","Luxembourg"
"2021","Lao People's Democratic Republic",20.371127,0,"6%","Luxembourg"
"2022","Lao People's Democratic Republic",22.629926,0,"6%","Luxembourg"
"2018","Cabo Verde",16.620387,0,"4%","Luxembourg"
"2019","Cabo Verde",20.099468,0,"5%","Luxembourg"
"2020","Cabo Verde",16.350613,0,"5%","Luxembourg"
"2021","Cabo Verde",22.09476,0,"6%","Luxembourg"
"2022","Cabo Verde",16.212916,0,"4%","Luxembourg"
"2018","Rwanda",0.975894,0,"0%","Luxembourg"
"2019","Rwanda",1.954227,0,"0%","Luxembourg"
"2020","Rwanda",1.994653,0,"1%","Luxembourg"
"2021","Rwanda",1.671207,0,"0%","Luxembourg"
"2022","Rwanda",12.167695,0,"3%","Luxembourg"
"2018","Benin",1.600967,0,"0%","Luxembourg"
"2019","Benin",1.466949,0,"0%","Luxembourg"
"2020","Benin",1.30907,0,"0%","Luxembourg"
"2021","Benin",1.683389,0,"0%","Luxembourg"
"2022","Benin",11.084563,0,"3%","Luxembourg"
"2018","Kosovo",7.933986,0,"2%","Luxembourg"
"2019","Kosovo",8.117507,0,"2%","Luxembourg"
"2020","Kosovo",3.555256,0,"1%","Luxembourg"
"2021","Kosovo",7.976963,0,"2%","Luxembourg"
"2022","Kosovo",10.184411,0,"3%","Luxembourg"
"2018","Ukraine",1.040797,0,"0%","Luxembourg"
"2019","Ukraine",1.264006,0,"0%","Luxembourg"
"2020","Ukraine",0.649147,0,"0%","Luxembourg"
"2021","Ukraine",1.178205,0,"0%","Luxembourg"
