Year,Sector,Bilateral ODA for,Share,Donor
2023,Emergency Response,932.71,21.72%,Norway
2023,Other multisector,565.02,13.16%,Norway
2023,Refugees in donor countries,427.74,9.96%,Norway
2023,Environmental protection,345.75,8.05%,Norway
2023,Government & civil society,344.62,8.02%,Norway
2023,Energy,329.43,7.67%,Norway
2023,"Agriculture (incl. forestry, fishing, rural development)",265.99,6.19%,Norway
2023,Health & populations,242.86,5.65%,Norway
2023,Donor administration costs,236.37,5.5%,Norway
2023,Education,204.12,4.75%,Norway
2023,"Conflict, peace & security",165.46,3.85%,Norway
2023,Other social services,73.6,1.71%,Norway
2023,Financial services & business support,36.28,0.84%,Norway
2023,General budget support,31.54,0.73%,Norway
2023,"Industry, construction & mining",28.61,0.67%,Norway
2023,Disaster Prevention & Preparedness,14.66,0.34%,Norway
2023,Water and sanitation,13.75,0.32%,Norway
2023,Trade policy,11.51,0.27%,Norway
2023,Unspecified,10.16,0.24%,Norway
2023,Infrastructure,5.2,0.12%,Norway
2023,Food aid and commodity assistance,4.83,0.11%,Norway
2023,Reconstruction Relief & Rehabilitation,4.71,0.11%,Norway
2023,Tourism,0.0,0.0%,Norway
2022,Emergency Response,525.64,15.51%,Norway
2022,Refugees in donor countries,424.05,12.52%,Norway
2022,Energy,372.71,11.0%,Norway
2022,Government & civil society,301.63,8.9%,Norway
2022,Environmental protection,297.92,8.79%,Norway
2022,Health & populations,222.43,6.57%,Norway
2022,Other multisector,210.68,6.22%,Norway
2022,Donor administration costs,201.66,5.95%,Norway
2022,Education,201.59,5.95%,Norway
2022,"Agriculture (incl. forestry, fishing, rural development)",172.23,5.08%,Norway
2022,Financial services & business support,156.24,4.61%,Norway
2022,"Conflict, peace & security",138.89,4.1%,Norway
2022,Other social services,57.89,1.71%,Norway
2022,General budget support,40.15,1.19%,Norway
2022,"Industry, construction & mining",12.4,0.37%,Norway
2022,Water and sanitation,12.16,0.36%,Norway
2022,Disaster Prevention & Preparedness,11.26,0.33%,Norway
2022,Unspecified,9.66,0.29%,Norway
2022,Trade policy,6.04,0.18%,Norway
2022,Reconstruction Relief & Rehabilitation,4.47,0.13%,Norway
2022,Debt relief,4.44,0.13%,Norway
2022,Infrastructure,3.59,0.11%,Norway
2022,Food aid and commodity assistance,0.26,0.01%,Norway
2021,Health & populations,500.6,15.17%,Norway
2021,Emergency Response,485.42,14.71%,Norway
2021,Government & civil society,393.55,11.93%,Norway
2021,Environmental protection,376.55,11.41%,Norway
2021,Education,338.52,10.26%,Norway
2021,Donor administration costs,240.63,7.29%,Norway
2021,Financial services & business support,208.71,6.33%,Norway
2021,"Conflict, peace & security",169.88,5.15%,Norway
2021,"Agriculture (incl. forestry, fishing, rural development)",145.37,4.41%,Norway
2021,Other multisector,117.68,3.57%,Norway
2021,Other social services,92.14,2.79%,Norway
2021,Energy,79.25,2.4%,Norway
2021,Refugees in donor countries,49.11,1.49%,Norway
2021,General budget support,22.65,0.69%,Norway
2021,"Industry, construction & mining",14.9,0.45%,Norway
2021,Water and sanitation,14.28,0.43%,Norway
2021,Unspecified,14.11,0.43%,Norway
2021,Disaster Prevention & Preparedness,12.63,0.38%,Norway
2021,Infrastructure,8.68,0.26%,Norway
2021,Trade policy,8.52,0.26%,Norway
2021,Reconstruction Relief & Rehabilitation,5.75,0.17%,Norway
2021,Tourism,0.01,0.0%,Norway
2020,Emergency Response,549.68,14.51%,Norway
2020,Government & civil society,481.79,12.72%,Norway
2020,Health & populations,450.85,11.9%,Norway
2020,Environmental protection,431.25,11.39%,Norway
2020,Education,395.85,10.45%,Norway
2020,Donor administration costs,285.08,7.53%,Norway
2020,Financial services & business support,262.13,6.92%,Norway
2020,"Conflict, peace & security",204.35,5.39%,Norway
2020,Other multisector,203.76,5.38%,Norway
2020,"Agriculture (incl. forestry, fishing, rural development)",133.09,3.51%,Norway
2020,Energy,106.22,2.8%,Norway
2020,Other social services,99.94,2.64%,Norway
2020,Refugees in donor countries,57.13,1.51%,Norway
2020,"Industry, construction & mining",33.88,0.89%,Norway
2020,Water and sanitation,23.01,0.61%,Norway
2020,Unspecified,14.61,0.39%,Norway
2020,Disaster Prevention & Preparedness,13.84,0.37%,Norway
2020,General budget support,12.81,0.34%,Norway
2020,Trade policy,11.91,0.31%,Norway
2020,Reconstruction Relief & Rehabilitation,7.07,0.19%,Norway
2020,Infrastructure,6.04,0.16%,Norway
2020,Debt relief,3.41,0.09%,Norway
2020,Tourism,0.01,0.0%,Norway
2019,Emergency Response,547.41,14.91%,Norway
2019,Environmental protection,474.68,12.93%,Norway
2019,Government & civil society,460.68,12.54%,Norway
2019,Education,377.13,10.27%,Norway
2019,Donor administration costs,282.07,7.68%,Norway
2019,Financial services & business support,280.46,7.64%,Norway
2019,Health & populations,267.76,7.29%,Norway
2019,"Conflict, peace & security",225.76,6.15%,Norway
2019,Other multisector,171.16,4.66%,Norway
2019,Energy,140.04,3.81%,Norway
2019,"Agriculture (incl. forestry, fishing, rural development)",118.38,3.22%,Norway
2019,Other social services,80.46,2.19%,Norway
2019,Refugees in donor countries,65.42,1.78%,Norway
2019,"Industry, construction & mining",34.87,0.95%,Norway
2019,Debt relief,27.72,0.75%,Norway
2019,Reconstruction Relief & Rehabilitation,23.17,0.63%,Norway
2019,Unspecified,22.13,0.6%,Norway
2019,Water and sanitation,20.27,0.55%,Norway
2019,General budget support,19.98,0.54%,Norway
2019,Trade policy,13.39,0.36%,Norway
2019,Infrastructure,12.37,0.34%,Norway
2019,Disaster Prevention & Preparedness,6.95,0.19%,Norway
