"Year","Recipient country","ODA Grants","ODA Loans","Share","Donor"
"2018","Ukraine",25.118395,0,"2%","Spain"
"2019","Ukraine",21.197397,0,"2%","Spain"
"2020","Ukraine",9.181541,0,"1%","Spain"
"2021","Ukraine",0.065386,0,"0%","Spain"
"2022","Ukraine",107.975551,0,"4%","Spain"
"2018","Colombia",48.134665,3.190223,"4%","Spain"
"2019","Colombia",58.013749,2.604069,"5%","Spain"
"2020","Colombia",74.704646,5.914288,"7%","Spain"
"2021","Colombia",85.701403,0.347114,"6%","Spain"
"2022","Colombia",87.164912,0.1936,"4%","Spain"
"2018","Guatemala",36.401463,0,"3%","Spain"
"2019","Guatemala",25.50379,0,"2%","Spain"
"2020","Guatemala",30.025067,0,"3%","Spain"
"2021","Guatemala",35.524962,0,"2%","Spain"
"2022","Guatemala",43.005233,0,"2%","Spain"
"2018","El Salvador",42.568614,1.863533,"4%","Spain"
"2019","El Salvador",35.588646,10.375636,"4%","Spain"
"2020","El Salvador",38.551671,10.295409,"4%","Spain"
"2021","El Salvador",26.407558,11.487671,"2%","Spain"
"2022","El Salvador",30.141768,5.402943,"1%","Spain"
"2018","Morocco",37.876353,0.58975,"3%","Spain"
"2019","Morocco",44.828452,4.898521,"4%","Spain"
"2020","Morocco",36.792088,0.606427,"3%","Spain"
"2021","Morocco",32.417101,0,"2%","Spain"
"2022","Morocco",34.655436,0,"1%","Spain"
"2018","West Bank and Gaza Strip",32.04108,0,"3%","Spain"
"2019","West Bank and Gaza Strip",35.888058,0,"3%","Spain"
"2020","West Bank and Gaza Strip",27.636608,0,"3%","Spain"
"2021","West Bank and Gaza Strip",36.70449,0,"2%","Spain"
"2022","West Bank and Gaza Strip",34.527804,0,"1%","Spain"
"2018","Nigeria",4.568545,0,"0%","Spain"
"2019","Nigeria",5.126044,0,"0%","Spain"
"2020","Nigeria",3.094962,0,"0%","Spain"
"2021","Nigeria",1.71265,0,"0%","Spain"
"2022","Nigeria",33.325842,0,"1%","Spain"
"2018","Bolivia",31.36057,0,"3%","Spain"
"2019","Bolivia",18.868132,0,"2%","Spain"
"2020","Bolivia",22.195833,0,"2%","Spain"
"2021","Bolivia",43.411849,0,"3%","Spain"
"2022","Bolivia",32.572106,0,"1%","Spain"
"2018","Peru",20.686332,2.187437,"2%","Spain"
"2019","Peru",24.004386,3.33899,"2%","Spain"
"2020","Peru",32.744896,1.599777,"3%","Spain"
"2021","Peru",29.858037,0.975334,"2%","Spain"
"2022","Peru",28.900651,3.200775,"1%","Spain"
"2018","Ecuador",14.92503,0,"1%","Spain"
"2019","Ecuador",14.035891,3.264183,"1%","Spain"
"2020","Ecuador",16.608819,3.769871,"2%","Spain"
"2021","Ecuador",26.956725,5.337955,"2%","Spain"
"2022","Ecuador",28.584203,1.146328,"1%","Spain"
"2018","Senegal",18.527785,0,"2%","Spain"
"2019","Senegal",20.202947,0,"2%","Spain"
"2020","Senegal",19.408212,0,"2%","Spain"
"2021","Senegal",24.418839,0,"2%","Spain"
"2022","Senegal",26.356149,0,"1%","Spain"
"2018","Honduras",25.879816,0,"2%","Spain"
"2019","Honduras",19.421747,0.863252,"2%","Spain"
"2020","Honduras",24.450984,2.800471,"2%","Spain"
"2021","Honduras",17.151766,0.626982,"1%","Spain"
"2022","Honduras",20.708008,0,"1%","Spain"
"2018","Nicaragua",17.053889,0,"1%","Spain"
"2019","Nicaragua",19.944867,0,"2%","Spain"
"2020","Nicaragua",18.259179,0.604902,"2%","Spain"
"2021","Nicaragua",31.235418,0,"2%","Spain"
"2022","Nicaragua",20.394101,0,"1%","Spain"
"2018","Mozambique",16.651746,0,"1%","Spain"
"2019","Mozambique",15.553682,0,"1%","Spain"
"2020","Mozambique",16.310865,0,"1%","Spain"
"2021","Mozambique",16.091347,0,"1%","Spain"
"2022","Mozambique",18.27704,0,"1%","Spain"
"2018","Costa Rica",0.657937,0,"0%","Spain"
"2019","Costa Rica",0.882714,0,"0%","Spain"
"2020","Costa Rica",0.869134,0,"0%","Spain"
"2021","Costa Rica",8.537981,0,"1%","Spain"
"2022","Costa Rica",10.547527,7.48559,"1%","Spain"
"2018","Mali",20.733804,0,"2%","Spain"
"2019","Mali",22.702424,0,"2%","Spain"
"2020","Mali",22.407553,0,"2%","Spain"
"2021","Mali",17.329091,0,"1%","Spain"
"2022","Mali",17.574798,0,"1%","Spain"
"2018","Türkiye",45.853981,0,"4%","Spain"
"2019","Türkiye",32.271438,0,"3%","Spain"
"2020","Türkiye",29.094974,0,"3%","Spain"
"2021","Türkiye",16.980659,0,"1%","Spain"
"2022","Türkiye",17.236271,0,"1%","Spain"
"2018","Iran",0.766823,0,"0%","Spain"
"2019","Iran",1.401923,0,"0%","Spain"
"2020","Iran",0.834203,0,"0%","Spain"
"2021","Iran",0.603837,0,"0%","Spain"
"2022","Iran",16.099498,0,"1%","Spain"
"2018","Uganda",0.75218,0,"0%","Spain"
"2019","Uganda",1.181739,0,"0%","Spain"
"2020","Uganda",1.792413,0,"0%","Spain"
"2021","Uganda",22.817813,0,"1%","Spain"
"2022","Uganda",15.979343,0,"1%","Spain"
"2018","Egypt",2.600102,1.200104,"0%","Spain"
"2019","Egypt",3.960804,0,"0%","Spain"
"2020","Egypt",2.170455,0,"0%","Spain"
"2021","Egypt",44.124419,0,"3%","Spain"
"2022","Egypt",15.611587,0,"1%","Spain"
"2018","Niger",10.915618,0,"1%","Spain"
"2019","Niger",9.068309,0,"1%","Spain"
"2020","Niger",12.550847,0,"1%","Spain"
"2021","Niger",10.834954,0,"1%","Spain"
"2022","Niger",13.660292,1.377621,"1%","Spain"
"2018","Mexico",4.973681,0,"0%","Spain"
"2019","Mexico",3.452221,0,"0%","Spain"
"2020","Mexico",5.813496,0,"1%","Spain"
"2021","Mexico",5.008493,0,"0%","Spain"
"2022","Mexico",13.762498,0,"1%","Spain"
"2018","Mauritania",8.791642,0,"1%","Spain"
"2019","Mauritania",7.586039,0,"1%","Spain"
"2020","Mauritania",10.116684,0,"1%","Spain"
"2021","Mauritania",16.139628,0,"1%","Spain"
