Year,Multi_short,ODA,Share,Full Name,Donor
2019,ADB,0.09,0.0%,asian development bank,New Zealand
2020,ADB,0.24,0.0%,asian development bank,New Zealand
2021,ADB,0.41,0.0%,asian development bank,New Zealand
2022,ADB,0.5,1.0%,asian development bank,New Zealand
2023,ADB,0.41,1.0%,asian development bank,New Zealand
2019,FAO,0.15,1.0%,food and agricultural organisation,New Zealand
2020,FAO,0.09,0.0%,food and agricultural organisation,New Zealand
2021,FAO,0.1,0.0%,food and agricultural organisation,New Zealand
2022,FAO,0.08,0.0%,food and agricultural organisation,New Zealand
2023,FAO,0.1,0.0%,food and agricultural organisation,New Zealand
2020,GAVI,4.63,8.0%,global alliance for vaccines and immunization,New Zealand
2021,GAVI,12.51,14.000000000000002%,global alliance for vaccines and immunization,New Zealand
2019,GEF-TF,0.0,0.0%,global environment facility trust fund,New Zealand
2020,GEF-TF,0.01,0.0%,global environment facility trust fund,New Zealand
2021,GEF-TF,0.03,0.0%,global environment facility trust fund,New Zealand
2023,GEF-TF,0.17,0.0%,global environment facility trust fund,New Zealand
2019,GFATM,0.36,1.0%,global fund to fight aids tuberculosis and malaria,New Zealand
2020,GFATM,0.35,1.0%,global fund to fight aids tuberculosis and malaria,New Zealand
2021,GFATM,1.03,1.0%,global fund to fight aids tuberculosis and malaria,New Zealand
2022,GFATM,0.32,1.0%,global fund to fight aids tuberculosis and malaria,New Zealand
2023,GFATM,0.49,1.0%,global fund to fight aids tuberculosis and malaria,New Zealand
2021,IBRD,0.72,1.0%,international bank for reconstruction and development,New Zealand
2022,IBRD,0.91,1.0%,international bank for reconstruction and development,New Zealand
2023,IBRD,0.83,2.0%,international bank for reconstruction and development,New Zealand
2019,IDA,1.17,4.0%,international development association,New Zealand
2020,IDA,1.23,2.0%,international development association,New Zealand
2021,IDA,1.33,1.0%,international development association,New Zealand
2022,IDA,1.45,2.0%,international development association,New Zealand
2023,IDA,2.61,6.0%,international development association,New Zealand
2019,UN,0.0,0.0%,united nations,New Zealand
2020,UN,0.0,0.0%,united nations,New Zealand
2021,UN,0.01,0.0%,united nations,New Zealand
2022,UN,0.02,0.0%,united nations,New Zealand
2023,UN,0.02,0.0%,united nations,New Zealand
2019,UNAIDS,0.46,2.0%,joint united nations programme on hiv aids,New Zealand
2020,UNAIDS,0.29,0.0%,joint united nations programme on hiv aids,New Zealand
2021,UNAIDS,0.03,0.0%,joint united nations programme on hiv aids,New Zealand
2023,UNAIDS,0.2,0.0%,joint united nations programme on hiv aids,New Zealand
2019,UNDP,0.08,0.0%,united nations development programme,New Zealand
2020,UNDP,0.14,0.0%,united nations development programme,New Zealand
2021,UNDP,0.13,0.0%,united nations development programme,New Zealand
2022,UNDP,0.28,0.0%,united nations development programme,New Zealand
2023,UNDP,0.17,0.0%,united nations development programme,New Zealand
2019,UNFPA,1.59,6.0%,united nations population fund,New Zealand
2020,UNFPA,1.26,2.0%,united nations population fund,New Zealand
2021,UNFPA,1.18,1.0%,united nations population fund,New Zealand
2022,UNFPA,1.82,3.0%,united nations population fund,New Zealand
2023,UNFPA,2.26,5.0%,united nations population fund,New Zealand
2019,UNRWA,0.45,2.0%,united nations relief and works agency for palestine refugees in the near east,New Zealand
2020,UNRWA,0.1,0.0%,united nations relief and works agency for palestine refugees in the near east,New Zealand
2021,UNRWA,0.1,0.0%,united nations relief and works agency for palestine refugees in the near east,New Zealand
2022,UNRWA,0.1,0.0%,united nations relief and works agency for palestine refugees in the near east,New Zealand
2023,UNRWA,0.09,0.0%,united nations relief and works agency for palestine refugees in the near east,New Zealand
2019,WFP,0.11,0.0%,world food programme,New Zealand
2020,WFP,0.07,0.0%,world food programme,New Zealand
2021,WFP,0.11,0.0%,world food programme,New Zealand
2022,WFP,0.09,0.0%,world food programme,New Zealand
2023,WFP,0.08,0.0%,world food programme,New Zealand
2019,WHO-AC,0.99,4.0%,world health organisation assessed contributions,New Zealand
2020,WHO-AC,0.99,2.0%,world health organisation assessed contributions,New Zealand
2021,WHO-AC,0.89,1.0%,world health organisation assessed contributions,New Zealand
2022,WHO-AC,0.84,1.0%,world health organisation assessed contributions,New Zealand
2023,WHO-AC,0.95,2.0%,world health organisation assessed contributions,New Zealand
2019,,0.68,2.0%,united nations children’s fund,New Zealand
2020,,0.67,1.0%,united nations children’s fund,New Zealand
2021,,0.67,1.0%,united nations children’s fund,New Zealand
2022,,0.6,1.0%,united nations children’s fund,New Zealand
2023,,0.51,1.0%,united nations children’s fund,New Zealand
