Year,Multi_short,ODA,Share,Full Name,Donor
2019,AF,0.48,0.01%,adaptation fund,Poland
2019,AIIB,0.13,0.0%,asian infrastructure investment bank,Poland
2019,EC-DSB,29.76,0.39%,european commission development share of budget,Poland
2020,EC-DSB,29.95,0.49%,european commission development share of budget,Poland
2021,EC-DSB,32.92,0.62%,european commission development share of budget,Poland
2022,EC-DSB,40.97,0.74%,european commission development share of budget,Poland
2023,EC-DSB,37.12,0.76%,european commission development share of budget,Poland
2019,EC-EDF,16.92,0.22%,european commission european development fund,Poland
2020,EC-EDF,15.57,0.25%,european commission european development fund,Poland
2021,EC-EDF,11.74,0.22%,european commission european development fund,Poland
2022,EC-EDF,4.67,0.08%,european commission european development fund,Poland
2023,EC-EDF,1.71,0.03%,european commission european development fund,Poland
2019,FAO,1.74,0.02%,food and agricultural organisation,Poland
2020,FAO,2.02,0.03%,food and agricultural organisation,Poland
2021,FAO,2.18,0.04%,food and agricultural organisation,Poland
2022,FAO,2.07,0.04%,food and agricultural organisation,Poland
2023,FAO,2.47,0.05%,food and agricultural organisation,Poland
2019,GCF,0.42,0.01%,green climate fund,Poland
2019,IBRD,1.15,0.02%,international bank for reconstruction and development,Poland
2020,IBRD,1.07,0.02%,international bank for reconstruction and development,Poland
2021,IBRD,0.98,0.02%,international bank for reconstruction and development,Poland
2022,IBRD,1.12,0.02%,international bank for reconstruction and development,Poland
2019,IDA,2.03,0.03%,international development association,Poland
2020,IDA,0.97,0.02%,international development association,Poland
2021,IDA,0.86,0.02%,international development association,Poland
2022,IDA,0.7,0.01%,international development association,Poland
2023,IDA,0.64,0.01%,international development association,Poland
2023,IFC,4.91,0.1%,international finance corporation,Poland
2022,UN,0.02,0.0%,united nations,Poland
2023,UN,0.04,0.0%,united nations,Poland
2019,UNECE-EXB,0.0,0.0%,united nations economic commission for europe extrabudgetary contributions only,Poland
2020,UNIDO,0.0,0.0%,united nations industrial development organisation,Poland
2021,UNIDO,0.0,0.0%,united nations industrial development organisation,Poland
2022,UNIDO,0.01,0.0%,united nations industrial development organisation,Poland
2023,UNIDO,0.03,0.0%,united nations industrial development organisation,Poland
2021,WOAH,0.04,0.0%,world organisation for animal health,Poland
2022,WOAH,0.04,0.0%,world organisation for animal health,Poland
2023,WOAH,0.04,0.0%,world organisation for animal health,Poland
2023,,0.0,0.0%,united nations children’s fund,Poland
