Year,Multi_short,ODA,Share,Full Name,Donor
2023,ADB,0.24,0.0%,asian development bank,Sweden
2019,ADF,3.99,0.02%,african development fund,Sweden
2020,ADF,3.07,0.01%,african development fund,Sweden
2021,ADF,1.69,0.01%,african development fund,Sweden
2022,ADF,1.09,0.01%,african development fund,Sweden
2023,ADF,0.14,0.0%,african development fund,Sweden
2021,AF,0.0,0.0%,adaptation fund,Sweden
2022,AF,0.0,0.0%,adaptation fund,Sweden
2023,AF,0.0,0.0%,adaptation fund,Sweden
2019,AfDB,0.0,0.0%,african development bank,Sweden
2020,AfDB,0.16,0.0%,african development bank,Sweden
2021,AfDB,0.04,0.0%,african development bank,Sweden
2022,AfDB,0.08,0.0%,african development bank,Sweden
2023,AfDB,0.3,0.0%,african development bank,Sweden
2019,EC-DSB,24.49,0.1%,european commission development share of budget,Sweden
2020,EC-DSB,26.98,0.11%,european commission development share of budget,Sweden
2021,EC-DSB,28.05,0.13%,european commission development share of budget,Sweden
2022,EC-DSB,33.05,0.16%,european commission development share of budget,Sweden
2023,EC-DSB,30.92,0.15%,european commission development share of budget,Sweden
2019,EC-EDF,8.05,0.03%,european commission european development fund,Sweden
2020,EC-EDF,8.29,0.03%,european commission european development fund,Sweden
2021,EC-EDF,4.22,0.02%,european commission european development fund,Sweden
2022,EC-EDF,1.76,0.01%,european commission european development fund,Sweden
2023,EC-EDF,0.37,0.0%,european commission european development fund,Sweden
2022,EIB,0.08,0.0%,european investment bank,Sweden
2023,EIB,0.12,0.0%,european investment bank,Sweden
2019,FAO,0.01,0.0%,food and agricultural organisation,Sweden
2020,FAO,0.01,0.0%,food and agricultural organisation,Sweden
2021,FAO,0.01,0.0%,food and agricultural organisation,Sweden
2022,FAO,0.0,0.0%,food and agricultural organisation,Sweden
2023,FAO,0.0,0.0%,food and agricultural organisation,Sweden
2019,IBRD,1.09,0.0%,international bank for reconstruction and development,Sweden
2020,IBRD,0.75,0.0%,international bank for reconstruction and development,Sweden
2021,IBRD,0.66,0.0%,international bank for reconstruction and development,Sweden
2022,IBRD,0.67,0.0%,international bank for reconstruction and development,Sweden
2023,IBRD,0.59,0.0%,international bank for reconstruction and development,Sweden
2019,IDA,27.02,0.11%,international development association,Sweden
2020,IDA,22.95,0.09%,international development association,Sweden
2021,IDA,26.43,0.13%,international development association,Sweden
2022,IDA,27.26,0.13%,international development association,Sweden
2023,IDA,56.08,0.26%,international development association,Sweden
2019,IDB-IIC-MIF,0.16,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Sweden
2020,IDB-IIC-MIF,0.02,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Sweden
2021,IDB-IIC-MIF,0.01,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Sweden
2022,IDB-IIC-MIF,0.01,0.0%,inter american development bank inter american investment corporation and multilateral investment fund,Sweden
2022,JSDGF,0.03,0.0%,joint sustainable development goals fund,Sweden
2023,JSDGF,0.02,0.0%,joint sustainable development goals fund,Sweden
2020,SCF,0.0,0.0%,strategic climate fund,Sweden
2021,SCF,0.0,0.0%,strategic climate fund,Sweden
2023,UN,0.01,0.0%,united nations,Sweden
2019,UNDP,0.03,0.0%,united nations development programme,Sweden
2020,UNDP,0.03,0.0%,united nations development programme,Sweden
2021,UNDP,0.01,0.0%,united nations development programme,Sweden
2022,UNDP,0.22,0.0%,united nations development programme,Sweden
2023,UNDP,0.18,0.0%,united nations development programme,Sweden
2019,UNFPA,2.89,0.01%,united nations population fund,Sweden
2020,UNFPA,3.38,0.01%,united nations population fund,Sweden
2021,UNFPA,2.78,0.01%,united nations population fund,Sweden
2022,UNFPA,3.56,0.02%,united nations population fund,Sweden
2023,UNFPA,2.45,0.01%,united nations population fund,Sweden
2020,UNIDO,0.04,0.0%,united nations industrial development organisation,Sweden
2021,UNIDO,0.02,0.0%,united nations industrial development organisation,Sweden
2022,UNIDO,0.01,0.0%,united nations industrial development organisation,Sweden
2023,UNIDO,0.01,0.0%,united nations industrial development organisation,Sweden
2019,UNRWA,26.93,0.11%,united nations relief and works agency for palestine refugees in the near east,Sweden
2020,UNRWA,33.2,0.13%,united nations relief and works agency for palestine refugees in the near east,Sweden
2021,UNRWA,25.07,0.12%,united nations relief and works agency for palestine refugees in the near east,Sweden
2022,UNRWA,31.46,0.15%,united nations relief and works agency for palestine refugees in the near east,Sweden
2023,UNRWA,17.07,0.08%,united nations relief and works agency for palestine refugees in the near east,Sweden
2019,WFP,1.39,0.01%,world food programme,Sweden
2019,,4.07,0.02%,united nations children’s fund,Sweden
2020,,4.81,0.02%,united nations children’s fund,Sweden
2021,,4.93,0.02%,united nations children’s fund,Sweden
2022,,5.73,0.03%,united nations children’s fund,Sweden
2023,,4.84,0.02%,united nations children’s fund,Sweden
